id,category_id,question_id,question_number,question_text,check_box,block_number,block_text,option_code,option_text,response_message,companion_advice,tone_tag,next_question_id,site
145,2,2_5,5,How do you act when a friend gets something you really wanted?,TRUE,2,Loyalty?,C,C. I joked it off. Didn’t mean it didn’t hurt.,"C. Joking hides the sting, but it doesn’t erase it. It’s okay to laugh—but it’s also okay to feel.",Sometimes naming what stings gives it less power. Even a whisper to yourself counts.,humor-mask,,teen
146,2,2_5,5,How do you act when a friend gets something you really wanted?,TRUE,2,Loyalty?,D,"D. I used it as fuel. If they did it, I can too.",D. That fire inside you? It’s real.,Let it fuel your goals—not your distance. Your win doesn’t need to come with rivalry.,competitive-resilience,,teen
147,2,2_5,5,How do you act when a friend gets something you really wanted?,TRUE,2,Loyalty?,OTHER,Something else I felt or did:,,,,,teen
148,2,2_6,6,"Do you ever feel invisible in your friend group?
If yes—what do you think is really going on?",TRUE,2,Loyalty?,A,A. I don’t think they really see me—I’m kind of just… there.,A. You’re not the background. You just might be in the wrong story. Find the ones where your presence changes the scene.,,social-exclusion,,teen
149,2,2_6,6,"Do you ever feel invisible in your friend group?
If yes—what do you think is really going on?",TRUE,2,Loyalty?,B,B. They’re nice. But we’re not clicking anymore.,B. It’s okay to outgrow a group. You’re not disloyal—you’re evolving. That’s allowed.,,public-rejection,,teen
150,2,2_6,6,"Do you ever feel invisible in your friend group?
If yes—what do you think is really going on?",TRUE,2,Loyalty?,C,C. I stay small on purpose—don’t wanna seem needy.,"C. Quiet doesn’t mean invisible. You’re allowed to be heard, even if you speak softly.",,voice-erasure,,teen
151,2,2_6,6,"Do you ever feel invisible in your friend group?
If yes—what do you think is really going on?",TRUE,2,Loyalty?,D,D. They like me when I’m helpful or funny. Not just me.,"D. If you have to perform to stay in, it’s not a friendship—it’s an audition. You deserve peace, not pressure.",,backup-friendship,,teen
152,2,2_6,6,What’s one way a friend has made you feel invisible?,TRUE,2,Loyalty?,OTHER,Something else I’ve felt:,,,,,teen
153,2,2_7,7,"If your friend made you feel invisible in a group, what would you do?",TRUE,2,Loyalty?,A,A. I’d dip early or go quiet. No point if I’m invisible,"A. Feeling invisible hurts. Leaving can feel like power—and sometimes, it is.",Leave with purpose—not pain. You’re not escaping—you’re choosing better.,protective-detachment,,teen
154,2,2_7,7,"If your friend made you feel invisible in a group, what would you do?",TRUE,2,Loyalty?,B,B. I’d message them after—just say I felt kinda left out.,B. That’s not drama—it’s direction. You’re making the moment clearer for both of you.,"You’re teaching people how to treat you. That’s strength in motion.
Even a short text like, “Hey, I felt kind of invisible today” can shift the whole dynamic. Try it if you feel safe.",emotionally-honest,,teen
155,2,2_7,7,"If your friend made you feel invisible in a group, what would you do?",TRUE,2,Loyalty?,C,C. I’d try to be more fun next time so they notice me.,C. It’s brave to want to fix things. Just make sure you’re not shrinking yourself to fit someone else’s mood.,"Say something true next time—not louder, just clearer. If no one leans in, you’ve learned what they value. Now choose what you value, too.",self-correcting-hopeful,,teen
156,2,2_7,7,"If your friend made you feel invisible in a group, what would you do?",TRUE,2,Loyalty?,D,D. I’d act like I didn’t care. I’ve got other people.,D. Moving on quietly isn’t avoidance—it’s maturity.,"Just make sure you’re walking forward, not folding inward. You don’t have to “feel it all”—just notice the pattern and adjust.",self-protective-denial,,teen
157,2,2_7,7,"If your friend made you feel invisible in a group, what would you do?",TRUE,2,Loyalty?,OTHER,Also this:,,,,,teen
158,2,2_8,8,What do you do when a friend hurts your feelings?,FALSE,1,Friend Vibes,A,A. I shut down or pull away—hoping it’ll pass or they’ll notice. ,A. It’s hard to speak when your heart’s sore. ,"Pulling away doesn’t make you weak—it makes you human. And sometimes, silence is a message. But if you ever want to reconnect, even a small word like “Hey… can we talk?” can open the door again.",protective-withdrawal,,teen
159,2,2_8,8,What do you do when a friend hurts your feelings?,FALSE,1,Friend Vibes,B,"B. I tell them. If it’s real friendship, we can talk about it.",B. That’s courage *and* care. Real friendship isn’t perfect—it’s honest.,You’re building something strong. You’re not just protecting the friendship—you’re protecting the truth inside it.,assertive-trusting,,teen
160,2,2_8,8,What do you do when a friend hurts your feelings?,FALSE,1,Friend Vibes,C,"C. I smiled like it was fine, but it wasn’t.",C. Smiling through pain doesn’t erase it—it just buries it deeper., You protected the moment—but your feelings deserve a voice too. Even a quiet “That kind of stung” can start to clear the air.,masking-vulnerable,,teen
161,2,2_8,8,What do you do when a friend hurts your feelings?,FALSE,1,Friend Vibes,D,"D. Cut them off.  If they hurt me, they don’t get access anymore. ",D. Sometimes cutting someone off is the only way to protect your peace. Just make sure it’s about care—not armor.,Your peace matters. Just know: cutting someone off doesn’t erase what happened—but it might make space for something better.,boundary-setting,,teen
162,2,2_8,8,What do you do when a friend hurts your feelings?,FALSE,1,Friend Vibes,OTHER,Other,,,,,teen
163,2,2_9,9,What do you do when a friend breaks your trust?,TRUE,2,Loyalty?,A,A. I shut down. It’s hard for me to trust again after that.,A. Of course you pulled back. That’s not weakness—it’s self-respect.,"You don’t have to reopen right away. But if someone earns it again, let them meet the strong version of you—not just the guarded one.",hurt-withdrawal,,teen
164,2,2_9,9,What do you do when a friend breaks your trust?,TRUE,2,Loyalty?,B,"B. I talk to them. If they own it, we can rebuild. ","B.That’s not naïve—it’s leadership. Real repair takes guts, not just hope.",Start small. A direct “That hurt—can we talk?” can rebuild more than silence ever will.,honesty-and-hope,,teen
165,2,2_9,9,What do you do when a friend breaks your trust?,TRUE,2,Loyalty?,C,"C. I joke it off, but yeah—it stings.",C. Humor is your armor—and it’s worked. But it’s not a cure.,"If it still stings, say one serious line. Just one. Even to yourself. That’s where healing starts.",emotional-mask,,teen
166,2,2_9,9,What do you do when a friend breaks your trust?,TRUE,2,Loyalty?,D,D. That’s it. One shot and they blew it.,D. Clean breaks can be clean power. Not everyone earns a redo.,"But don’t just walk away—walk toward something better. Let the boundary build your peace, not just your wall.",clear-cut-boundary,,teen
167,2,2_9,9,What do you do when a friend breaks your trust?,TRUE,2,Loyalty?,OTHER,Other,,,,,teen
168,2,2_10,10,Do you believe in second chances with friends?,TRUE,2,Loyalty?,A,A. Maybe—if they show they’ve changed.  But I’m still nervous.,A. Caution isn’t cold—it’s wisdom. You’re allowed to hope and hold back.,Take your time. You don’t owe instant trust—just clear steps forward.,cautious-hope,,teen
169,2,2_10,10,Do you believe in second chances with friends?,TRUE,2,Loyalty?,B,B. Yes—if they own what they did and try to rebuild trust.,B. You’re not naive—you’re choosing growth. Repair takes real strength.,"Give them space to show up different. If they do, meet them there. If they don’t, walk forward anyway—with your clarity intact.",growth-minded,,teen
170,2,2_10,10,Do you believe in second chances with friends?,TRUE,2,Loyalty?,C,"C. No. If they broke it once, they’re out.",C. That’s not harsh. That’s self-respect with a line in the sand.,You’re not punishing—you’re protecting. Just make sure the door you close doesn’t also lock you inside. Stay open to better.,firm-boundary,,teen
171,2,2_10,10,Do you believe in second chances with friends?,TRUE,2,Loyalty?,OTHER,Other,,,,,teen
172,2,2_11,11,"You didn’t get the invite. But you still get to decide who you are.
[playlist:Hurt]

You found out there was a party... but you weren’t invited. How do you feel?",TRUE,3,No Invite …,A,A. Oof. Thought I mattered more than that.,A. That kind of hurt hits deep. You feel invisible and betrayed—and that’s real.,"Remember, fitting in can cost too much. Becoming yourself is the better deal",rejection-pain,,teen
173,2,2_11,11,You found out there was a party... but you weren’t invited. How do you feel?,TRUE,3,No Invite …,B,"B. Kinda exposed, like everyone saw I didn’t make the list.",B. That feeling of being 'left out loud' can make you want to disappear.,Remember: Your worth isn’t measured by someone else’s guest list. Missing a party doesn’t mean you missed your moment.,shame,,teen
174,2,2_11,11,You found out there was a party... but you weren’t invited. How do you feel?,TRUE,3,No Invite …,C,"C. Mad low-key, but I play it cool.",C. That mask? It keeps you safe—but it also hides your hurt.,You’re not here to be picked. You’re here to pick your own direction. You weren’t chosen—but your future still is.,protective-pride,,teen
175,2,2_11,11,You found out there was a party... but you weren’t invited. How do you feel?,TRUE,3,No Invite …,D,"D. Bummed, but maybe it just wasn’t my place.",D. That kind of clarity takes maturity. You can feel left out and still know your value.,Some rooms just aren’t meant for you—and that’s okay. The right ones will feel different.,grounded-detachment,,teen
176,2,2_11,11,You found out there was a party... but you weren’t invited. How do you feel?,TRUE,3,No Invite …,E,E. Whatever. I hope they had fun without my sparkling personality.,E. Humor can be armor—but it can also be grace. You kept your pride without losing your cool.,"Let it sting, then let it go. You don’t need to be everywhere to be unforgettable.",confident-deflection,,teen
177,2,2_11,11,You found out there was a party... but you weren’t invited. How do you feel?,TRUE,3,No Invite …,OTHER,Also this:,,,,,teen
178,2,2_12,12,"When you feel left out, what helps the most?",TRUE,3,No Invite …,A,"A. One person seeing me and saying, “You in?”",A. That moment? It flips everything. You go from invisible to invited.,"Next time you see someone else on the edge, be that person. It feels even better when you’re the one reaching back.",,,teen
179,2,2_12,12,"When you feel left out, what helps the most?",TRUE,3,No Invite …,B,B. Switching vibes—doing something I actually like.,B. That’s real emotional skill—switching lanes instead of spiraling.,"The faster you re-center on what lights you up, the smaller their spotlight feels.",,,teen
180,2,2_12,12,"When you feel left out, what helps the most?",TRUE,3,No Invite …,C,C. Reminding myself: I’m not the problem. They just missed it.,"C. That’s perspective, not denial. You’re making space for another story.","Even if it still stings, holding that angle keeps your peace steady. That’s self-trust in motion.",,,teen
181,2,2_12,12,"When you feel left out, what helps the most?",TRUE,3,No Invite …,D,D. Visualizing mega-zits. Instant mood boost.,D. A little revenge fantasy never hurt—as long as it stays a fantasy. Just don’t let a bad moment turn you into someone you’re not.,"If it makes you laugh instead of spiral, go for it. Then use that spark to power something better for you.",,,teen
182,2,2_12,12,"When you feel left out, what helps the most?",TRUE,3,No Invite …,OTHER,Something else that works for me:,,,,,teen
183,2,2_13,13,"If your friend left you out, what did you do?",TRUE,3,No Invite …,A,A. I played with someone else and—plot twist—I had fun.,That’s flexibility—not failure. You didn’t wait for their invitation to have fun.,Keep noticing who says “yes” to you without needing a signal. That’s where real connection lives.,,,teen
184,2,2_13,13,"If your friend left you out, what did you do?",TRUE,3,No Invite …,B,"B. I was down for a sec, then did something that made me go, “Yeah, still me.”",That’s the bounce-back mindset. You let the moment hurt—but didn’t let it hold you.,"Next time it happens, you already know what works: shift focus, build forward.",,,teen
185,2,2_13,13,"If your friend left you out, what did you do?",TRUE,3,No Invite …,C,C. I stalked the chat like a detective—was it a miss or a message?,That’s your mind looking for a reason—and your heart hoping it wasn’t personal.,"But don’t stay stuck on replay. If it keeps happening, believe the pattern—not just the moment.",,,teen
186,2,2_13,13,"If your friend left you out, what did you do?",TRUE,3,No Invite …,D,D. Made a mental list of haters. Then deleted it like a boss.,"D. Yep, that’s extra. But sometimes, being a little over-the-top is how you reset.","Next time? Turn the drama into a playlist, a poem, or a glow-up. Revenge via self-improvement.",,,teen
187,2,2_13,13,"If your friend left you out, what did you do?",TRUE,3,No Invite …,OTHER,Something else I did instead:,,,,,teen
188,2,2_14,14,Why do you think you were left out?,TRUE,3,No Invite …,A,A. Probably didn’t even notice—wasn’t about me.,A. That’s emotional skill: not every slight is a sign.,,,,teen
189,2,2_14,14,Why do you think you were left out?,TRUE,3,No Invite …,B,B. Maybe I’ve been MIA too... I’ll check myself.,B. That’s honest. Reflection isn’t blame—it’s growth.,,,,teen
190,2,2_14,14,Why do you think you were left out?,TRUE,3,No Invite …,C,C. No clue. That’s what stings.,C. Sitting in the unknown is hard—but it doesn’t make you weak.,"You don’t need proof to care. If it lingers, you can ask. And if the answer’s unclear, you still get to decide what’s next.",,,teen
191,2,2_14,14,Why do you think you were left out?,TRUE,3,No Invite …,D,D. Jealous of my legendary brows. Obviously.,D. That confidence? Iconic. ,"Humor can protect—but so can clarity. If it’s bothering you, don’t just joke it away. Trust what keeps returning.",,,teen
192,2,2_14,14,Why do you think you were left out?,TRUE,3,No Invite …,OTHER,Or maybe something else hit different:,,,,,teen
193,2,2_15,15,What do you want to happen next time?,TRUE,3,No Invite …,A,"A. If it’s real, include me. If not, I’m good.",A. That’s not neediness—it’s discernment. You’re not asking for a seat—you’re asking for sincerity.,Being included out of habit isn’t the goal. Real connection doesn’t feel like charity—it feels like you matter.,,,teen
194,2,2_15,15,What do you want to happen next time?,TRUE,3,No Invite …,B,B. I want to speak up instead of going quiet.,B. Naming what hurt takes more courage than staying cool.,"Next time, try one line. “Hey, that kinda stung.” Not a speech. Just the truth, delivered calm and clear.",,,teen
195,2,2_15,15,What do you want to happen next time?,TRUE,3,No Invite …,C,C. I’ll bring someone in—nobody should feel left out.,C. That’s turning pain into power. You’re building what you needed.,Be the one who makes room. Even one invitation can flip someone’s whole day.,,,teen
196,2,2_15,15,What do you want to happen next time?,TRUE,3,No Invite …,D,"D. I pull up on a pony like, “Y’all miss me or what?”",D. We love a main-character entrance.,But real glow-ups aren’t about revenge—they’re about knowing your worth and showing up light anyway.,,,teen
197,2,2_15,15,What do you want to happen next time?,TRUE,3,No Invite …,OTHER,Something else I’m hoping for:,,,,,teen
198,2,2_16,16,"Left out? Okay. Now watch me choose my character arc.

When you’re left out, what kind of person do you want to be anyway?",TRUE,3,No Invite …,A,A. I want to stay kind—even when it stings.,A. That’s strength without noise. Kindness under pressure is real power.,You don’t need to match their energy—you set your own.,,,teen
199,2,2_16,16,"When you’re left out, what kind of person do you want to be anyway?",TRUE,3,No Invite …,B,B. I go find my people. Real ones.,B. You’re not begging to belong—you’re looking for better.,Sometimes the right people show up once you stop chasing the wrong ones.,,,teen
200,2,2_16,16,"When you’re left out, what kind of person do you want to be anyway?",TRUE,3,No Invite …,C,C. I admit it hurt. That’s how I heal.,C. That honesty is rare. Most people hide the bruise and call it healing.,You’re allowed to care without crumbling. That’s what makes you solid.,,,teen
201,2,2_16,16,"When you’re left out, what kind of person do you want to be anyway?",TRUE,3,No Invite …,D,D. I get rich and buy the playground. With snacks.,"D. Sure, revenge via real estate is tempting. ",But the real power move? Being someone others feel lucky to know—no money needed.,,,teen
202,2,2_16,16,"When you’re left out, what kind of person do you want to be anyway?",TRUE,3,No Invite …,OTHER, Also this:,,,,,teen
203,2,2_17,17,What do you wish your friends understood about you?,FALSE,1,Friend Vibes,A,A. I’m loyal—even when I don’t always announce it.,A. You show up in your own way—even if it’s not loud.,"You don’t need to make a speech. Try one message like, “I got your back.” It says enough.",quiet-loyalty,,teen
204,2,2_17,17,What do you wish your friends understood about you?,FALSE,1,Friend Vibes,B,B. I get tired from being “on” all the time—even when I’m having fun.,B. Being fun doesn’t mean you never want space.,"Try saying, “I need a minute to recharge—still love you though.” Real friends will get it.",social-fatigue,,teen
205,2,2_17,17,What do you wish your friends understood about you?,FALSE,1,Friend Vibes,C,C. I don’t always agree—I just avoid drama. ,"C. You keep things chill, even when you feel differently inside.","You could try, “I see it differently, but I’m still here.” Truth without heat.",peacekeeper,,teen
206,2,2_17,17,What do you wish your friends understood about you?,FALSE,1,Friend Vibes,D,D. I wish they asked how I’m doing—not just vented about themselves.,D. Being a good listener doesn’t mean you don’t need to be heard.,"Try: “Can I share something too?” Simple, clear. Real friends will pause.",one-sided,,teen
207,2,2_17,17,What do you wish your friends understood about you?,FALSE,1,Friend Vibes,E,E. I feel left out sometimes—but I play it off.,"E. You laugh along, even when something stings.","Try: “It sounds fun. Hey, can I come too next time?” It’s small, but it opens a door they might not know they closed.",silent-left-out,,teen
208,2,2_17,17,What do you wish your friends understood about you?,FALSE,1,Friend Vibes,OTHER,Or this:,,,,,teen
209,2,2_18,18,When a friend chose someone else over you,FALSE,1,Friend Vibes,A,A. That stung. I felt replaced.,Being swapped out like you didn’t matter? That hurts in a way people don’t always see.,,,,teen
210,2,2_18,18,When a friend chose someone else over you,FALSE,1,Friend Vibes,B,B. I tried to understand their side. ,Seeing their side might not fix everything—but it shows the kind of person you’re becoming. And that always matters.,,,,teen
211,2,2_18,18,When a friend chose someone else over you,FALSE,1,Friend Vibes,C,C. I blamed myself—hard.,"When someone leaves, we search ourselves for reasons—but sometimes, it’s not about you.",,,,teen
212,2,2_18,18,When a friend chose someone else over you,FALSE,1,Friend Vibes,D,D. Went solo. Still a legend.,Your power didn’t leave with them. Keep being the main character.,,,,teen
213,2,2_18,18,When a friend chose someone else over you,FALSE,1,Friend Vibes,OTHER,Or this:,,,,,teen
214,2,2_19,19,"Sometimes fitting in costs more than it’s worth.

Have you ever gone along with something that didn’t feel right to you—just to fit in?",FALSE,4,Fitting In …,A,"A. Yeah… I did it, and felt gross after.",A. That regret is real—and it shows you have values worth protecting.,"Every time you notice it, you strengthen the part of you that stands taller next time. That’s real growth.",Regret,,teen
215,2,2_19,19,Have you ever gone along with something that didn’t feel right to you—just to fit in?,FALSE,4,Fitting In …,B,"B. I didn’t want to, but saying “no” felt harder.",B. It’s hard to stand alone when it feels like everyone else is doing it. That doesn’t mean your voice is weak—it means the pressure was loud.,Your real voice is still there. Even a quiet “no” inside matters—and you can listen to it more next time.,Numb/Normalizing,,teen
216,2,2_19,19,Have you ever gone along with something that didn’t feel right to you—just to fit in?,FALSE,4,Fitting In …,C,"C. Nope. If it feels off, I’m out. Even if it’s awkward.",C. Staying true when it’s lonely is real strength—not everyone can do that.,"Every time you trust your gut, you make it stronger. You’re not just surviving—you’re leading yourself.",Pride in Resistance,,teen
217,2,2_19,19,Have you ever gone along with something that didn’t feel right to you—just to fit in?,FALSE,4,Fitting In …,OTHER,☐ Something else I did or felt:,,,,,teen
218,2,2_20,20,What do you do when you don’t want to go along with what your friends are doing?,FALSE,4,Fitting In …,A,"A. I act chill and joke about it, but lowkey it gets to me.",A. You’re holding your line—but also holding your breath. That’s a lot to carry silently.,Hiding hurt doesn’t erase it. Jokes and chill vibes can’t carry that weight forever. You deserve to be chosen out loud—not just tolerated in silence.,soft-mask,,teen
219,2,2_20,20,What do you do when you don’t want to go along with what your friends are doing?,FALSE,4,Fitting In …,B,B. I just say it—I’d rather be real than carry it.,B. Speaking up means you believe your boundaries matter. That’s not attitude—that’s self-respect.,"Every time you say “no” with clarity, you give your future self more freedom. Trust that voice.",assertive-vulnerability,,teen
220,2,2_20,20,What do you do when you don’t want to go along with what your friends are doing?,FALSE,4,Fitting In …,C,"C. I back off. If I mattered, I wouldn’t feel this invisible.",C. Distance can protect you—but it can also feel lonely.,Leaving because you’ve got somewhere better to be is even better.,protective-withdrawal,,teen
221,2,2_20,20,What do you do when you don’t want to go along with what your friends are doing?,FALSE,4,Fitting In …,OTHER,☐ Or maybe I do something else entirely:,,,,,teen
222,2,2_21,21,What do you do when you feel like you’re always the second choice?,FALSE,4,Fitting In …,A,"A. I act chill, but inside I’m tired of being backup every time.",A. It’s hard to keep smiling when you feel like you only matter when it’s convenient. That kind of hurt builds quietly.,You don’t have to explode to make it real. Even naming it to yourself is a step toward choosing something better.,quiet-discontent,,teen
223,2,2_21,21,What do you do when you feel like you’re always the second choice?,FALSE,4,Fitting In …,B,B. I say it straight—I’d rather be honest than lowkey mad.,B. Honesty is a risk—but so is silence. Speaking up means you believe your voice should matter.,"You don’t need drama. Just clarity. Say it once, clean. The right people adjust.",assertive-vulnerability,,teen
224,2,2_21,21,What do you do when you feel like you’re always the second choice?,FALSE,4,Fitting In …,C,"C. I joke like “lol, classic me—Plan B again!” but yeah, it stings.",C. That laugh covers more than it reveals. Humor is a mask—and sometimes a quiet cry.," If your joke keeps landing near the truth, it might be time to just tell the truth. You matter more than your punchlines.",humor-defense,,teen
225,2,2_21,21,What do you do when you feel like you’re always the second choice?,FALSE,4,Fitting In …,D,"D. I pull back. If I mattered, I wouldn’t have to guess.",D. Pulling back doesn’t make you cold. It’s what happens when you’ve been left waiting too many times.,You’re leaving because it’s smart—not just because it stings. Your peace is worth more than their pattern.,firm-withdrawal,,teen
226,2,2_21,21,What do you do when you feel like you’re always the second choice?,FALSE,4,Fitting In …,OTHER,☐ Or maybe I do something else:,,,,,teen
227,2,2_22,22,"What do you do when a friend is pulling away, but you’re not sure why?",FALSE,4,Fitting In …,A,"A. I act cool, but lowkey spiral inside.","A. You’re hurting—just silently. That kind of pretending is a slow burn. You deserve real care, not just composure.",Try this: Write them a note you don’t send. Then decide: is this a goodbye or a beginning?,quiet-sadness,,teen
228,2,2_22,22,"What do you do when a friend is pulling away, but you’re not sure why?",FALSE,4,Fitting In …,B,B. I ask—straight up—what’s going on.,B. Bold move. Honesty doesn’t guarantee answers—but it clears the fog inside you.," Try this: “Hey, I miss how we used to talk. Is everything okay between us?” If they meet you with honesty too, that’s a friendship worth keeping. If they don’t, at least you showed up fully.",courageous-connection,,teen
229,2,2_22,22,"What do you do when a friend is pulling away, but you’re not sure why?",FALSE,4,Fitting In …,C,"C. I send memes like “we’re fine,” even if I’m not.","C. Laughter is your lifeline. Even if they don’t reach back, you reminded them: I’m still here.","Memes aren’t nothing. They’re little doorways. But if the silence keeps growing, try this: Add something real next time: “This made me think of you. Miss you, btw.”",playful-reach,,teen
230,2,2_22,22,"What do you do when a friend is pulling away, but you’re not sure why?",FALSE,4,Fitting In …,D,D. I ghost them first—beats getting dropped.,D. Pre-hurting doesn’t stop the real hurt. But at least now you know what you’re protecting.,Your silence is loud. You don’t have to tell everyone—but you don’t have to carry it alone either. Even writing it down helps. Ask yourself: what would happen if I showed them my real reaction? You already lived the worst version in your head. What’s one real thing you could try instead—just for your own peace?,internalized-loss,,teen
231,2,2_22,22,"What do you do when a friend is pulling away, but you’re not sure why?",FALSE,4,Fitting In …,OTHER,☐ Or something else I do:,,,,,teen
232,2,2_23,23,When a friend chose someone else over you,TRUE,4,Fitting In …,A,"A. I updated my contacts list: less crowd, more crown.",Fewer people. More sparkle. That’s math.,,,,teen
233,2,2_23,23,When a friend chose someone else over you,TRUE,4,Fitting In …,B,B. I made a new playlist: “Better Without Them (Remix).”,Volume up. Vibes up. Memory? Skipped.,,,,teen
234,2,2_23,23,When a friend chose someone else over you,TRUE,4,Fitting In …,C,C. I starred in a one-person group chat called “Thriving.”,"No drama. Just peace, memes, and unmatched taste.",,,,teen
235,2,2_23,23,When a friend chose someone else over you,TRUE,4,Fitting In …,D,"D. I launched a comeback tour—solo, but still iconic. ", No entourage needed. Just receipts and glow.,,,,teen
236,2,2_23,23,When a friend chose someone else over you,TRUE,4,Fitting In …,OTHER,Other,,,,,teen
237,2,2_24,24,"**“Being seen” isn’t about attention. It’s about recognition.**
Which kind do you want more of this year?

What’s one way a friend could make you feel seen this year?",TRUE,4,Fitting In …,A,A. Actually noticing when something’s off—and saying so.,A. You don’t need fixing. Just someone who sees you.,That kind of check-in can feel huge. Maybe offer it back sometime too.,,,teen
238,2,2_24,24,What’s one way a friend could make you feel seen this year?,TRUE,4,Fitting In …,B,B. Remembering small things I said—like they matter.,B. Being remembered makes you feel real. That matters.,It’s not just the words—it’s the fact that they stayed.,,,teen
239,2,2_24,24,What’s one way a friend could make you feel seen this year?,TRUE,4,Fitting In …,C,C. Including me without making a big deal about it.,C. Low-key kindness hits deep. You don’t want the spotlight—you want the space.,Think about who you might include next. That ripple goes both ways.,,,teen
240,2,2_24,24,What’s one way a friend could make you feel seen this year?,TRUE,4,Fitting In …,D,"D. Telling me the truth, even if it’s awkward.",D. Real friendship can be honest and kind at the same time.,"The truth can sting—but when it’s respectful, it can also strengthen.",,,teen
241,2,2_24,24,What’s one way a friend could make you feel seen this year?,TRUE,4,Fitting In …,OTHER,Other,,,,,teen
242,2,2_25,25,"It stings to be left out.
But picking a guest list isn’t easy either.
Sometimes it’s not personal—it’s just hard.

How do you handle it when you’re the host?",FALSE,5,Inviting …,A,A.  I invite the people I’m closest to—it’s just easier.,A. That’s valid. Safe spaces matter—especially when you’re the one creating them.,Comfort first is okay. Just be kind to those not invited. Inclusion isn’t all-or-nothing.,comfort-zone,,teen
243,2,2_25,25,"You’re hosting a small party, but your space only fits a few people. How do you decide who to invite?",FALSE,5,Inviting …,B,B. I pick people who don’t usually get invited. ,B. That’s powerful. You’re using your space to make someone feel seen. You’re offering more than an invite—you’re offering belonging.,This choice might change someone’s whole week. You never know the impact you’re having.,empathy-in-action,,teen
244,2,2_25,25,"You’re hosting a small party, but your space only fits a few people. How do you decide who to invite?",FALSE,5,Inviting …,C,C. I spiral. What if someone feels left out?,"C. Trying to please everyone can get heavy, fast.","Maybe, you should choose Option E. ",people-pleaser,,teen
245,2,2_25,25,"You’re hosting a small party, but your space only fits a few people. How do you decide who to invite?",FALSE,5,Inviting …,D,"D. I mix it up. Random combo, let’s see who clicks.","D. That’s bold and thoughtful. You’re building bridges, not just a guest list. That’s leadership. ",Mixing is brave. Just check in with quieter guests too—they’re part of the magic.,connector-energy,,teen
246,2,2_25,25,"You’re hosting a small party, but your space only fits a few people. How do you decide who to invite?",FALSE,5,Inviting …,E,E. I don’t throw parties—it’s too stressful to decide who to invite. ,E. That stress is real. Sometimes choosing feels like rejecting.,"It’s not that you don’t like people—it’s that you like too many to fit in one room.
If you’re the kind of person who floats between groups, you’ll always feel torn.
So maybe you don’t host at all—and still show up for people.
That’s just you being kind on purpose.",avoidant,,teen
247,2,2_25,25,"You’re hosting a small party, but your space only fits a few people. How do you decide who to invite?",FALSE,5,Inviting …,OTHER,Other,,,,,teen
248,2,2_26,26,How do you handle it when someone feels hurt because you didn’t include them?,FALSE,5,Inviting …,A,A. I over-apologize and feel awful.,A. That shows your heart. Wanting to make it right means you care—even if there’s no perfect fix.,Try saying: “I didn’t mean to hurt you. I hope you know how much I care. Can we talk about it?” It’s okay to be honest and kind.,guilt-heavy,,teen
249,2,2_26,26,How do you handle it when someone feels hurt because you didn’t include them?,FALSE,5,Inviting …,B,B. I tell them why and hope it lands okay.,B. You’re trying to be fair and clear. That takes courage—especially when feelings are involved.,"It helps to name the care behind the choice too: “I didn’t mean to exclude you. It was just a small group this time, but I value our friendship.”",thoughtful-honesty,,teen
250,2,2_26,26,How do you handle it when someone feels hurt because you didn’t include them?,FALSE,5,Inviting …,C,C. I ghost the convo. Too cringe to deal.,C. That pressure is real. It’s hard to face someone’s disappointment—especially when you didn’t mean to cause it.,Even a short message can open space: “I’ve been thinking about you. I hope we’re okay.” Connection starts small.,avoidant-stress,,teen
251,2,2_26,26,How do you handle it when someone feels hurt because you didn’t include them?,FALSE,5,Inviting …,D,D. I get mad—they don’t know what went down.,D. Feeling misunderstood stings. You didn’t ask to be cast as the villain.,"You can name your side without shutting theirs down. Try: “I wish you’d seen the full picture. Want to talk it through?” That creates space, not sides.",reactive-guard,,teen
252,2,2_26,26,How do you handle it when someone feels hurt because you didn’t include them?,FALSE,5,Inviting …,E,E. I don’t think it’s my job to manage their feelings.,E. You’re protecting your limits—and that’s okay. You’re not responsible for everyone’s emotions.,"Boundaries are healthy, but sometimes a small gesture can ease tension. Even a “Hey, I’m thinking of you” can soften hard feelings without crossing your line.",boundaries-first,,teen
253,2,2_26,26,How do you handle it when someone feels hurt because you didn’t include them?,FALSE,5,Inviting …,OTHER,Other,,,,,teen
254,3,3_1,1,"Pew Research Center (April 2025) reported: Teens acknowledge both positives and negatives: 74% say it’s enhanced friendships; 63% say it’s sparked creativity—but 39% feel overwhelmed by drama, and 31% pressured to post .

How does social media affect your mood? Then see others. ",FALSE,1,Scroll. Post. Spiral.,A,"A. I scroll, compare, spiral. Then I wonder why I’m sad.",A. That spiral’s real—and you’re not the only one in it.,Mute. Block. Reset your vibe like it’s your playlist.,Social Media Mood,,teen
255,3,3_1,1,How does social media affect your mood?,FALSE,1,Scroll. Post. Spiral.,B,"B. Depends—some posts lift me up, others drain me.",B. You’re curating peace. That’s emotional Wi-Fi.,Keep following what feeds you—not what drains you.,Social Media Mood,,teen
256,3,3_1,1,How does social media affect your mood?,FALSE,1,Scroll. Post. Spiral.,C,C. I scroll like a ghost. Eyes on screen. Feelings in airplane mode.,D. That numb scroll hits hard.,"If it feels like background noise, maybe your heart wants the mic.",Social Media Mood,,teen
